date,name,href,article,comments
"Thu, May 21",Does Tesla need an operational leader,https://seekingalpha.com/news/3576805-tesla-need-operational-leader?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:76,"A discussion between Morgan Stanley auto analyst Adam Jonas and tech hardware analyst Katy Huberty dives into the issues of what lessons Tesla (TSLA -0.8%) could draw from Apple.
""There are parallels to draw between AAPL under Steve Jobs and Tesla under Elon Musk. The question for Tesla from here is whether it also needs an operational leader, as Tim Cook is to Apple, in order to become a trillion dollar company,"" observes Huberty.
""In addition to maintaining Apple's culture of innovation, design, and customer experience created by Steve Jobs, current leadership has navigated through an intense period of scaling revenue, social issues like data privacy, increased focus on shareholder returns, and intensifying geopolitical risks which have contributed to valuation growth from $354 billion at the end of FY11 to $1.36 trillion today,"" she adds.
Huberty notes the positives and negatives to the founder dynamic, highlighting that the good years of innovation and hypergrowth can be followed by a list of distractions. The takeaway is that it's important to surround a founder with strong business leaders and provide visibility into a longer-term succession plan.
When asked what do technology investors think of Tesla, Huberty says they see an incredibly innovative company in a category that needs a spurt of innovation. ""If there’s a path to profitability and reason to believe scale will continue to increase, then tech investors tend to not care as much about valuation and/or are willing to look multiple years into the future when scale and profitability will support current valuation,"" she observes.
Now read: Why The Survival Of Traditional Carmakers Is Far From Certain »",error
"Thu, May 21",Tesla gives anxious Fremont workers an option,https://seekingalpha.com/news/3576750-tesla-gives-anxious-fremont-workers-option?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:77,"Tesla (NASDAQ:TSLA) is offering plant workers unpaid leave until May 31 if they are wary about working at the Fremont plant, according to an internal human resources memo seen by Bloomberg.
The company is still negotiating with Alameda County officials even as some workers have been called back in to resume production plans.
There aren't any official accounts on how many Tesla employees aren't reporting in or if that is the equivalent of taking the red pill or the blue pill.
Shares of Tesla are down 0.30% premarket to $813.13.
Now read: Tesla: The Q2 Mystery »",error
"Wed, May 20",Tesla abandons lawsuit to keep California plant open  CNBC,https://seekingalpha.com/news/3576600-tesla-abandons-lawsuit-to-keep-california-plant-open-cnbc?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:78,"Tesla (NASDAQ:TSLA) has dropped the lawsuit it filed earlier this month against California's Alameda County over an order barring its Fremont plant from reopening, CNBC reports.
Tesla asserted the county's rules on mandated COVID-19 shutdowns contradicted California state policy, and it had sought a permanent injunction that would prevent enforcement of county orders.
The lawsuit was seen as a gesture by some observers because Tesla did not ask for a temporary restraining order, which could have allowed it to legally proceed with vehicle manufacturing.
Now read: 3 Reasons Tesla Will Struggle In 2020 »",error
"Tue, May 19",Teslas China registrations slump in April,https://seekingalpha.com/news/3575786-teslas-china-registrations-slump-in-april?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:79,"According to data from auto consultancy LMC Automotive, Tesla's (NASDAQ:TSLA) China car registrations plunged 64% M/M to 4,633 units in April.
In other Tesla news, Elon Musk said the company would raise the price of the ""full self-driving"" option on its EVs worldwide by ~$1,000 starting July 1. Currently, the feature costs $7,000.
Now read: Why I'm Moving To Neutral From Doubtful On Tesla And Elon Musk »",error
"Mon, May 18",Morgan Stanley still stuck in neutral on Tesla,https://seekingalpha.com/news/3575663-morgan-stanley-still-stuck-in-neutral-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:80,"Sidelines-sticking Morgan Stanley outlines a few reasons that it is comfortable with an Equal-weight rating on Tesla (TSLA +1.3%) despite the ebullient sentiment from investors.
Analyst Adam Jonas points to China risk, capital spending needs, a Fremont unionization wildcard and short-term demand pressures as reasons to be at least slightly cautious on Tesla.
Jonas also weighs in on competition from big tech names with a fresh angle.
""We often hear from investors that Tesla could potentially be the Amazon of transportation. But what if Amazon is the Amazon of transportation? After all, AMZN spends nearly $40bn/year on shipping and has made some rather bold moves in controlling its own destiny in sustainable delivery, including substantial financial backing of Rivian and an order for 100k electric delivery vans to be deployed between 2021 and 2024. Admittedly, conspicuous competitive threats from large tech platforms (such as, but not limited to, AMZN, Apple, Alphabet, etc.) may take several years to come to fruition; we believe the signs of progress will be increasingly evident and that investors will pay greater attention to them.""
Now read: Niu Technologies 2020 Q1 - Results - Earnings Call Presentation »",error
"Mon, May 18",Expansion could be back on for Nevada Gigafactory,https://seekingalpha.com/news/3575657-expansion-be-back-on-for-nevada-gigafactory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:81,"Panasonic (OTCPK:PCRFY) and Tesla (TSLA +1.9%) are talking again about an investment to boost production output of EV batteries out of the Gigafactory in Nevada, according to Nikkei Asian Review.
""There is very strong demand from Tesla,"" Panasonic CFO Hirokazu Umeda stated today.
Umeda said the Gigafactory 1 fielded an annual battery-making capacity of 32 gigawatt-hours at the end of March, a level that will have to be ramped up via plant expansion and efficiency gains to match Tesla's production goals.
Now read: Hard To Justify, But The Message Of The Market Is Clear: Higher »",error
"Mon, May 18",Tesla eyes SP 500 inclusion,https://seekingalpha.com/news/3575571-tesla-eyes-s-and-p-500-inclusion?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:82,"Another wildcard is in the mix with Tesla (TSLA +1.9%). The EV automaker would qualify for inclusion in the S&P 500 Index if it managed to earn a profit in Q2, notes The Wall Street Journal's Tim Higgins.
Higgins speculates the potential for S&P 500 inclusion could have been a motivating factor in Elon Musk's determination to reopen the Fremont plant on the sooner side.
There is still some work to be done by Tesla with analysts on average expected a Q2 loss of $387M, although a backlog of inventory now being delivered could help. The impact of furloughing employees and potential rent deferrals could also factor in to the EPS print.
Former Aegon Asset Management CEO Gary Black thinks it's a 100% probability that S&P would add Tesla to the index if it meets the profit requirement.
See all stocks on the move »",error
"Sun, May 17",Tesla tells employees it received a nod to reopen California plant,https://seekingalpha.com/news/3575354-tesla-tells-employees-received-nod-to-reopen-california-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:83,"As Alameda County’s interim health officer has approved Fremont work plan and safety measures, Tesla (NASDAQ:TSLA) expects to get back to full production at the factory starting this upcoming week, reports Bloomberg.
The company's vice president for environmental, health, and safety, Laurie Shelby, told employees that following a visit by local authorities, “we have local support to get back to full production at the factory starting this upcoming week”.
The company sued the county this month after it said the company did not meet criteria to reopen, a move Mr Musk called “the final straw” as he threatened to move Tesla’s base to Nevada or Texas.
Now read: Tesla: World Domination Lies In The Palm Of Its Hand »",error
"Sat, May 16",Appaloosa Management buys Twitter exits Caesars cuts Facebook,https://seekingalpha.com/news/3575343-appaloosa-management-buys-twitter-exits-caesars-cuts-facebook?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:84,"Interesting new portfolio changes disclosed by Appaloosa Management includes new positions in Twitter (NYSE:TWTR), Netflix (NASDAQ:NFLX), Qualcomm (NASDAQ:QCOM), Microsoft (NASDAQ:MSFT) and Tesla (NASDAQ:TSLA).
Adds 7M shares to Intelsat (NYSE:I), 70K shares to T-Mobile (NASDAQ:TMUS), 0.76M shares to Micron (NASDAQ:MU) and 5M shares to Energy Transfer LP (NYSE:ET) holdings.
Notable exits in Caesars Entertainment (NASDAQ:CZR), Cheniere Energy (NYSEMKT:LNG).
Reduced stakes include Facebook (NASDAQ:FB), Alphabet Class C (NASDAQ:GOOG), PG&E (NYSE:PCG), Alibaba (NYSE:BABA), salesforce.com (NYSE:CRM) and Amazon (NASDAQ:AMZN).
13F
Now read: Tesla: World Domination Lies In The Palm Of Its Hand »",error
"Sat, May 16",Saudi sovereign Fund adds Facebook and Disney to holdings,https://seekingalpha.com/news/3575337-saudi-sovereign-fund-adds-facebook-and-disney-to-holdings?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:85,"Saudi Arabia’s sovereign wealth fund, the Public Investment Fund, has boosted investments in U.S.-listed stocks to ~9.78B from ~$2.1B at the end of the year.
New positions include BP Plc (NYSE:BP), Boeing (NYSE:BA), Citigroup (NYSE:C), Facebook (NASDAQ:FB), Marriott (NASDAQ:MAR) and Disney (NYSE:DIS).
Exits small holding in Tesla (NASDAQ:TSLA).
13F
Now read: Industrial Select Sector SPDR ETF: An Industrious Opportunity For The Taking »",error
"Fri, May 15",Panasonic resumes work at Tesla Nevada facility delays New York start,https://seekingalpha.com/news/3575328-panasonic-resumes-work-tesla-nevada-facility-delays-new-york-start?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:86,"Panasonic (OTCPK:PCRFY) has resumed work making batteries at Tesla's (NASDAQ:TSLA) Nevada Gigafactory, The Verge reports.
But it won't be going back to work at Tesla's New York solar panel factory this weekend as it planned, according to the report. The New York facility doesn't meet state criteria for reopening.
“The new target date depends on the COVID-19 situation of Erie County and it will be announced from me in next several days,"" Panasonic's Mark Shima says of the situation at the Buffalo, N.Y., plant.
Panasonic had previously announced that it's ending its relationship with Tesla at the New York factory, and had planned to fully exit the facility by September. It still has at least a month's worth of work left to do there, according to the report.
Now read: The EV Disruption Will Really Take Off From End 2022 »",error
